timestamp,source,request,status,size,user_agent,anomaly
2015-05-17T10:05:11+00:00,83.149.9.216,GET /presentations/logstash-monitorama-2013/images/kibana-dashboard2.png HTTP/1.1,200,394967,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",-1
2015-05-17T10:05:19+00:00,83.149.9.216,GET /presentations/logstash-monitorama-2013/images/apache-icon.gif HTTP/1.1,200,8095,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",1
2015-05-17T10:05:33+00:00,83.149.9.216,GET /presentations/logstash-monitorama-2013/images/nagios-sms5.png HTTP/1.1,200,78075,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",1
2015-05-17T10:05:00+00:00,83.149.9.216,GET /presentations/logstash-monitorama-2013/images/redis.png HTTP/1.1,200,25230,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",1
2015-05-17T10:05:25+00:00,83.149.9.216,GET /presentations/logstash-monitorama-2013/images/elasticsearch.png HTTP/1.1,200,8026,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",1
2015-05-17T10:05:59+00:00,83.149.9.216,GET /presentations/logstash-monitorama-2013/images/logstashbook.png HTTP/1.1,200,54662,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",1
2015-05-17T10:05:30+00:00,83.149.9.216,GET /presentations/logstash-monitorama-2013/images/github-contributions.png HTTP/1.1,200,34245,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",1
2015-05-17T10:05:53+00:00,83.149.9.216,GET /presentations/logstash-monitorama-2013/css/print/paper.css HTTP/1.1,200,4254,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",1
2015-05-17T10:05:24+00:00,83.149.9.216,GET /presentations/logstash-monitorama-2013/images/1983_delorean_dmc-12-pic-38289.jpeg HTTP/1.1,200,220562,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",-1
2015-05-17T10:05:54+00:00,83.149.9.216,GET /presentations/logstash-monitorama-2013/images/simple-inputs-filters-outputs.jpg HTTP/1.1,200,1168622,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",-1
2015-05-17T10:05:33+00:00,83.149.9.216,GET /presentations/logstash-monitorama-2013/images/tiered-outputs-to-inputs.jpg HTTP/1.1,200,1079983,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",-1
2015-05-17T10:05:56+00:00,83.149.9.216,GET /favicon.ico HTTP/1.1,200,3638,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.77 Safari/537.36",1
2015-05-17T10:05:40+00:00,24.236.252.67,GET /favicon.ico HTTP/1.1,200,3638,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0,1
2015-05-17T10:05:14+00:00,93.114.45.13,GET /articles/dynamic-dns-with-dhcp/ HTTP/1.1,200,18848,Mozilla/5.0 (X11; Linux x86_64; rv:25.0) Gecko/20100101 Firefox/25.0,1
2015-05-17T10:05:04+00:00,93.114.45.13,GET /reset.css HTTP/1.1,200,1015,Mozilla/5.0 (X11; Linux x86_64; rv:25.0) Gecko/20100101 Firefox/25.0,1
2015-05-17T10:05:45+00:00,93.114.45.13,GET /style2.css HTTP/1.1,200,4877,Mozilla/5.0 (X11; Linux x86_64; rv:25.0) Gecko/20100101 Firefox/25.0,1
2015-05-17T10:05:14+00:00,93.114.45.13,GET /favicon.ico HTTP/1.1,200,3638,Mozilla/5.0 (X11; Linux x86_64; rv:25.0) Gecko/20100101 Firefox/25.0,1
2015-05-17T10:05:17+00:00,93.114.45.13,GET /images/jordan-80.png HTTP/1.1,200,6146,Mozilla/5.0 (X11; Linux x86_64; rv:25.0) Gecko/20100101 Firefox/25.0,1
2015-05-17T10:05:21+00:00,93.114.45.13,GET /images/web/2009/banner.png HTTP/1.1,200,52315,Mozilla/5.0 (X11; Linux x86_64; rv:25.0) Gecko/20100101 Firefox/25.0,1
2015-05-17T10:05:40+00:00,66.249.73.135,GET /blog/tags/ipv6 HTTP/1.1,200,12251,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",1
2015-05-17T10:05:10+00:00,50.16.19.13,GET /blog/tags/puppet?flav=rss20 HTTP/1.1,200,14872,Tiny Tiny RSS/1.11 (http://tt-rss.org/),1
2015-05-17T10:05:37+00:00,66.249.73.185,GET / HTTP/1.1,200,37932,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),1
2015-05-17T10:05:35+00:00,110.136.166.128,GET /projects/xdotool/ HTTP/1.1,200,12292,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0,1
2015-05-17T10:05:03+00:00,46.105.14.53,GET /blog/tags/puppet?flav=rss20 HTTP/1.1,200,14872,UniversalFeedParser/4.2-pre-314-svn +http://feedparser.org/,1
2015-05-17T10:05:06+00:00,110.136.166.128,GET /reset.css HTTP/1.1,200,1015,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0,1
2015-05-17T10:05:03+00:00,110.136.166.128,GET /style2.css HTTP/1.1,200,4877,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0,1
2015-05-17T10:05:41+00:00,110.136.166.128,GET /favicon.ico HTTP/1.1,200,3638,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0,1
2015-05-17T10:05:32+00:00,110.136.166.128,GET /images/jordan-80.png HTTP/1.1,200,6146,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0,1
2015-05-17T10:05:46+00:00,123.125.71.35,GET /blog/tags/release HTTP/1.1,200,40693,Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html),1
2015-05-17T10:05:08+00:00,110.136.166.128,GET /images/web/2009/banner.png HTTP/1.1,200,52315,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0,1
2015-05-17T10:05:46+00:00,50.150.204.184,GET /images/googledotcom.png HTTP/1.1,200,65748,"Mozilla/5.0 (Linux; U; Android 4.0.4; en-us; LG-MS770 Build/IMM76I) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",1
2015-05-17T10:05:58+00:00,207.241.237.225,GET /blog/tags/examples HTTP/1.0,200,9208,Mozilla/5.0 (compatible; archive.org_bot +http://www.archive.org/details/archive.org_bot),1
2015-05-17T10:05:36+00:00,200.49.190.101,GET /reset.css HTTP/1.1,200,1015,-,1
2015-05-17T10:05:38+00:00,200.49.190.100,GET /blog/tags/web HTTP/1.1,200,44019,QS304 Profile/MIDP-2.0 Configuration/CLDC-1.1,1
2015-05-17T10:05:11+00:00,200.49.190.101,GET /style2.css HTTP/1.1,200,4877,-,1
2015-05-17T10:05:37+00:00,200.49.190.101,GET /images/jordan-80.png HTTP/1.1,200,6146,QS304 Profile/MIDP-2.0 Configuration/CLDC-1.1,1
2015-05-17T10:05:00+00:00,66.249.73.185,GET /reset.css HTTP/1.1,200,1015,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),1
2015-05-17T10:05:16+00:00,66.249.73.135,GET /blog/tags/munin HTTP/1.1,200,9746,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),1
2015-05-17T10:05:33+00:00,66.249.73.135,GET /blog/tags/firefox?flav=rss20 HTTP/1.1,200,16021,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),1
2015-05-17T10:05:17+00:00,66.249.73.135,GET /blog/geekery/eventdb-ideas.html HTTP/1.1,200,11418,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",1
2015-05-17T10:05:48+00:00,67.214.178.190,GET / HTTP/1.0,200,37932,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:21.0) Gecko/20100101 Firefox/21.0,1
2015-05-17T10:05:18+00:00,67.214.178.190,GET /blog/geekery/installing-windows-8-consumer-preview.html HTTP/1.0,200,8948,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:21.0) Gecko/20100101 Firefox/21.0,1
2015-05-17T10:05:28+00:00,207.241.237.220,GET /blog/tags/projects HTTP/1.0,200,28370,Mozilla/5.0 (compatible; archive.org_bot +http://www.archive.org/details/archive.org_bot),1
2015-05-17T10:05:44+00:00,46.105.14.53,GET /blog/tags/puppet?flav=rss20 HTTP/1.1,200,14872,UniversalFeedParser/4.2-pre-314-svn +http://feedparser.org/,1
2015-05-17T10:05:47+00:00,207.241.237.227,GET /blog/geekery/soekris-gpio.html HTTP/1.0,200,9587,Mozilla/5.0 (compatible; archive.org_bot +http://www.archive.org/details/archive.org_bot),1
2015-05-17T10:05:22+00:00,91.177.205.119,GET /blog/geekery/xvfb-firefox.html HTTP/1.1,200,10975,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),1
2015-05-17T10:05:34+00:00,91.177.205.119,GET /reset.css HTTP/1.1,200,1015,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),1
2015-05-17T10:05:37+00:00,91.177.205.119,GET /style2.css HTTP/1.1,200,4877,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),1
2015-05-17T10:05:54+00:00,91.177.205.119,GET /images/jordan-80.png HTTP/1.1,200,6146,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),1
2015-05-17T10:05:31+00:00,91.177.205.119,GET /images/web/2009/banner.png HTTP/1.1,200,52315,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),1
2015-05-17T10:05:32+00:00,91.177.205.119,GET /favicon.ico HTTP/1.1,200,3638,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; Win64; x64; Trident/6.0),1
2015-05-17T10:05:22+00:00,66.249.73.185,GET /doc/index.html?org/elasticsearch/action/search/SearchResponse.html HTTP/1.1,404,294,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),-1
2015-05-17T10:05:40+00:00,207.241.237.228,GET /blog/tags/defcon HTTP/1.0,200,24142,Mozilla/5.0 (compatible; archive.org_bot +http://www.archive.org/details/archive.org_bot),1
2015-05-17T10:05:51+00:00,207.241.237.101,GET /blog/tags/regex HTTP/1.0,200,14888,Mozilla/5.0 (compatible; archive.org_bot +http://www.archive.org/details/archive.org_bot),1
2015-05-17T10:05:59+00:00,87.169.99.232,GET /presentations/puppet-at-loggly/puppet-at-loggly.pdf.html HTTP/1.1,200,24747,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36",1
2015-05-17T10:05:30+00:00,209.85.238.199,GET /blog/tags/firefox?flav=rss20 HTTP/1.1,200,16021,Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 3 subscribers; feed-id=14171215010336145331),1
2015-05-17T10:05:15+00:00,209.85.238.199,GET /test.xml HTTP/1.1,200,1370,Feedfetcher-Google; (+http://www.google.com/feedfetcher.html; 1 subscribers; feed-id=11390274670024826467),1
2015-05-17T10:05:13+00:00,81.220.24.207,GET /blog/geekery/ssl-latency.html HTTP/1.1,200,17147,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/7.0.1 Safari/537.73.11",1
2015-05-17T10:05:44+00:00,81.220.24.207,GET /reset.css HTTP/1.1,200,1015,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/7.0.1 Safari/537.73.11",1
2015-05-17T10:05:26+00:00,81.220.24.207,GET /images/jordan-80.png HTTP/1.1,200,6146,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/7.0.1 Safari/537.73.11",1
2015-05-17T10:05:39+00:00,81.220.24.207,GET /style2.css HTTP/1.1,200,4877,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/7.0.1 Safari/537.73.11",1
2015-05-17T10:05:52+00:00,81.220.24.207,GET /images/web/2009/banner.png HTTP/1.1,200,52315,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/7.0.1 Safari/537.73.11",1
2015-05-17T10:05:21+00:00,81.220.24.207,GET /favicon.ico HTTP/1.1,200,3638,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.73.11 (KHTML, like Gecko) Version/7.0.1 Safari/537.73.11",1
2015-05-17T11:05:17+00:00,66.249.73.135,GET /blog/geekery/vmware-cpu-performance.html HTTP/1.1,200,12908,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",1
2015-05-17T11:05:42+00:00,46.105.14.53,GET /blog/tags/puppet?flav=rss20 HTTP/1.1,200,14872,UniversalFeedParser/4.2-pre-314-svn +http://feedparser.org/,1
2015-05-17T11:05:11+00:00,218.30.103.62,GET /robots.txt HTTP/1.1,200,,Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07),1
2015-05-17T11:05:46+00:00,218.30.103.62,GET /robots.txt HTTP/1.1,200,,Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07),1
2015-05-17T11:05:45+00:00,218.30.103.62,GET /projects/fex/ HTTP/1.1,200,14352,Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07),1
2015-05-17T11:05:59+00:00,74.125.40.20,GET /?flav=rss20 HTTP/1.1,200,29941,FeedBurner/1.0 (http://www.FeedBurner.com),1
2015-05-17T11:05:05+00:00,71.212.224.97,GET /projects/xdotool/ HTTP/1.1,200,12292,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36",1
2015-05-17T11:05:15+00:00,71.212.224.97,GET /reset.css HTTP/1.1,200,1015,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36",1
2015-05-17T11:05:22+00:00,71.212.224.97,GET /style2.css HTTP/1.1,200,4877,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36",1
2015-05-17T11:05:11+00:00,71.212.224.97,GET /images/jordan-80.png HTTP/1.1,200,6146,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36",1
2015-05-17T11:05:28+00:00,71.212.224.97,GET /images/web/2009/banner.png HTTP/1.1,200,52315,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36",1
2015-05-17T11:05:17+00:00,218.30.103.62,GET /projects/xdotool/xdotool.xhtml HTTP/1.1,304,,Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07),1
2015-05-17T11:05:26+00:00,108.174.55.234,GET /?flav=rss20 HTTP/1.1,200,29941,-,1
2015-05-17T11:05:37+00:00,218.30.103.62,GET /blog/geekery/c-vs-python-bdb.html HTTP/1.1,200,11388,Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07),1
2015-05-17T11:05:09+00:00,121.107.188.202,GET /presentations/logstash-monitorama-2013/images/kibana-dashboard3.png HTTP/1.1,200,171717,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36",1
2015-05-17T11:05:39+00:00,218.30.103.62,GET /blog/productivity/better-zsh-xterm-title-fix.html HTTP/1.1,200,10185,Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07),1
2015-05-17T11:05:11+00:00,218.30.103.62,GET /blog/geekery/xvfb-firefox.html HTTP/1.1,200,10975,Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07),1
2015-05-17T11:05:00+00:00,218.30.103.62,GET /blog/geekery/puppet-facts-into-mcollective.html HTTP/1.1,200,9872,Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07),1
2015-05-17T11:05:10+00:00,198.46.149.143,GET /blog/geekery/disabling-battery-in-ubuntu-vms.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+semicomplete%2Fmain+%28semicomplete.com+-+Jordan+Sissel%29 HTTP/1.1,200,9316,Tiny Tiny RSS/1.11 (http://tt-rss.org/),1
2015-05-17T11:05:48+00:00,198.46.149.143,GET /blog/geekery/solving-good-or-bad-problems.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+semicomplete%2Fmain+%28semicomplete.com+-+Jordan+Sissel%29 HTTP/1.1,200,10756,Tiny Tiny RSS/1.11 (http://tt-rss.org/),1
2015-05-17T11:05:28+00:00,218.30.103.62,GET /blog/geekery/jquery-interface-puffer.html%20target= HTTP/1.1,200,202,Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07),1
2015-05-17T11:05:05+00:00,218.30.103.62,GET /blog/geekery/ec2-reserved-vs-ondemand.html HTTP/1.1,200,11834,Sogou web spider/4.0(+http://www.sogou.com/docs/help/webmasters.htm#07),1
2015-05-17T11:05:31+00:00,66.249.73.135,GET /blog/web/firefox-scrolling-fix.html HTTP/1.1,200,8956,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5376e Safari/8536.25 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",1
2015-05-17T11:05:36+00:00,86.1.76.62,GET /projects/xdotool/ HTTP/1.1,200,12292,Mozilla/5.0 (X11; Linux x86_64; rv:24.0) Gecko/20140205 Firefox/24.0 Iceweasel/24.3.0,1
2015-05-17T11:05:25+00:00,86.1.76.62,GET /reset.css HTTP/1.1,200,1015,Mozilla/5.0 (X11; Linux x86_64; rv:24.0) Gecko/20140205 Firefox/24.0 Iceweasel/24.3.0,1
2015-05-17T11:05:19+00:00,86.1.76.62,GET /style2.css HTTP/1.1,200,4877,Mozilla/5.0 (X11; Linux x86_64; rv:24.0) Gecko/20140205 Firefox/24.0 Iceweasel/24.3.0,1
2015-05-17T11:05:03+00:00,86.1.76.62,GET /favicon.ico HTTP/1.1,200,3638,Mozilla/5.0 (X11; Linux x86_64; rv:24.0) Gecko/20140205 Firefox/24.0 Iceweasel/24.3.0,1
2015-05-17T11:05:28+00:00,86.1.76.62,GET /images/jordan-80.png HTTP/1.1,200,6146,Mozilla/5.0 (X11; Linux x86_64; rv:24.0) Gecko/20140205 Firefox/24.0 Iceweasel/24.3.0,1
2015-05-17T11:05:07+00:00,86.1.76.62,GET /images/web/2009/banner.png HTTP/1.1,200,52315,Mozilla/5.0 (X11; Linux x86_64; rv:24.0) Gecko/20140205 Firefox/24.0 Iceweasel/24.3.0,1
2015-05-17T11:05:58+00:00,66.249.73.135,GET /blog/tags/bdb HTTP/1.1,200,23099,DoCoMo/2.0 N905i(c100;TB;W24H16) (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.html),1
2015-05-17T11:05:31+00:00,107.170.41.69,GET /?flav=atom HTTP/1.1,200,32352,Feedbin - 1 subscribers,1
2015-05-17T11:05:14+00:00,50.16.19.13,GET /blog/tags/puppet?flav=rss20 HTTP/1.1,200,14872,Tiny Tiny RSS/1.11 (http://tt-rss.org/),1
2015-05-17T11:05:02+00:00,46.105.14.53,GET /blog/tags/puppet?flav=rss20 HTTP/1.1,200,14872,UniversalFeedParser/4.2-pre-314-svn +http://feedparser.org/,1
2015-05-17T11:05:26+00:00,208.115.111.72,GET /blog/rants/fedora-yum.html HTTP/1.1,200,8328,Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com),1
2015-05-17T11:05:32+00:00,208.115.111.72,GET /blog/tags/grok HTTP/1.1,200,30346,Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com),1
2015-05-17T11:05:12+00:00,208.115.111.72,GET /blog/tags/is%20it%20done%20yet HTTP/1.1,200,10544,Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com),1
2015-05-17T11:05:07+00:00,208.115.111.72,GET /blog/tags/statistics HTTP/1.1,200,29706,Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com),1
2015-05-17T11:05:50+00:00,50.180.79.170,GET /favicon.ico HTTP/1.1,200,3638,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:16.0) Gecko/20100101 Firefox/16.0,1
2015-05-17T11:05:05+00:00,208.115.111.72,GET /blog/tags/subversion HTTP/1.1,200,12557,Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com),1
2015-05-17T11:05:52+00:00,208.115.111.72,GET /blog/web/194.html HTTP/1.1,200,8251,Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com),1
2015-05-17T11:05:23+00:00,208.115.111.72,GET /files/blogposts/20070901/?C=D;O=A HTTP/1.1,200,980,Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com),1
2015-05-17T11:05:15+00:00,208.115.111.72,GET /files/blogposts/20080109/boost_xpressive_test.cpp HTTP/1.1,200,1533,Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com),1
2015-05-17T11:05:38+00:00,208.115.111.72,GET /files/blogposts/20090520/ HTTP/1.1,200,966,Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com),1
2015-05-17T11:05:41+00:00,208.115.111.72,GET /files/fastsplit/?C=M;O=D HTTP/1.1,200,958,Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com),1
2015-05-17T11:05:19+00:00,208.115.111.72,GET /files/xdotool/docs/man/?C=M;O=D HTTP/1.1,200,959,Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com),1
2015-05-17T11:05:16+00:00,208.115.111.72,GET /scripts/python/wrap/?C=N;O=D HTTP/1.1,200,2631,Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com),1
2015-05-17T11:05:32+00:00,208.115.111.72,GET /files/images/?C=S;O=D HTTP/1.1,200,944,Mozilla/5.0 (compatible; Ezooms/1.0; help@moz.com),1
